"snapshot_id","price_rank","merchant_alias","price","min_amount","max_amount","recent_order_num","recent_execute_rate","gap_from_best_pct","snapshot_median_price"
2378,1,"merchant_156",85.0000,1000.00,90000.00,403,100.000,0.0000,91.0000
2378,2,"merchant_199",85.0000,70000.00,1318207.63,62,95.000,0.0000,91.0000
2378,3,"merchant_218",85.7000,154000.00,154000.00,1514,100.000,0.8235,91.0000
2378,4,"merchant_038",86.2000,54000.00,54000.00,1367,100.000,1.4118,91.0000
2378,5,"merchant_083",86.2000,2058.00,2058.00,623,99.000,1.4118,91.0000
2378,6,"merchant_215",86.4600,21000.00,21000.00,1002,99.000,1.7176,91.0000
2378,7,"merchant_143",86.5000,50000.00,100000.00,533,100.000,1.7647,91.0000
2378,8,"merchant_189",86.5000,77500.00,77500.00,2326,99.000,1.7647,91.0000
2378,9,"merchant_073",86.5000,100800.00,100800.00,1216,100.000,1.7647,91.0000
2378,10,"merchant_100",86.6000,23500.00,23500.00,8183,99.000,1.8824,91.0000
2378,11,"merchant_028",86.6900,5000.00,7400.00,2435,100.000,1.9882,91.0000
2378,12,"merchant_225",86.6900,100000.00,500000.00,917,100.000,1.9882,91.0000
2378,13,"merchant_232",86.7000,18198.00,18198.01,641,100.000,2.0000,91.0000
2378,14,"merchant_054",86.8000,20000.00,20000.00,244,99.000,2.1176,91.0000
2378,15,"merchant_212",86.8000,20000.00,50000.00,1207,100.000,2.1176,91.0000
2378,16,"merchant_058",86.8500,1000.00,400000.00,6862,95.000,2.1765,91.0000
2378,17,"merchant_095",86.9000,627.00,200000.00,2286,100.000,2.2353,91.0000
2378,18,"merchant_140",86.9900,8000.00,11313.78,1370,99.000,2.3412,91.0000
2378,19,"merchant_202",87.0000,1000.00,5000.00,384,99.000,2.3529,91.0000
2378,20,"merchant_132",87.0000,10000.00,22200.00,1945,100.000,2.3529,91.0000
2378,21,"merchant_198",87.0000,5000.00,10000.00,981,98.000,2.3529,91.0000
2378,22,"merchant_081",87.0000,10000.00,40000.00,1550,99.000,2.3529,91.0000
2378,23,"merchant_136",87.0000,10000.00,60000.00,1769,99.000,2.3529,91.0000
2378,24,"merchant_033",87.0800,3000.00,5000.00,2434,100.000,2.4471,91.0000
2378,25,"merchant_129",87.1400,1000.00,15000.00,442,96.000,2.5176,91.0000
2378,26,"merchant_120",87.1400,25650.00,25650.00,773,98.000,2.5176,91.0000
2378,27,"merchant_233",87.1500,5000.00,30000.00,471,99.000,2.5294,91.0000
2378,28,"merchant_231",87.1900,20000.00,107570.00,777,100.000,2.5765,91.0000
2378,29,"merchant_178",87.1900,15000.00,35000.00,924,100.000,2.5765,91.0000
2378,30,"merchant_044",87.2000,200000.00,327600.00,760,99.000,2.5882,91.0000
2378,31,"merchant_206",87.2000,50000.00,100000.00,2182,100.000,2.5882,91.0000
2378,32,"merchant_222",87.2000,300000.00,500000.00,320,100.000,2.5882,91.0000
2378,33,"merchant_227",87.2900,50000.00,52400.00,508,100.000,2.6941,91.0000
2378,34,"merchant_148",87.3000,50000.00,100000.00,620,100.000,2.7059,91.0000
2378,35,"merchant_043",87.3000,20000.00,21000.00,1171,100.000,2.7059,91.0000
2378,36,"merchant_117",87.3000,3000.00,40000.00,1164,100.000,2.7059,91.0000
2378,37,"merchant_217",87.3000,500.00,25352.86,2542,100.000,2.7059,91.0000
2378,38,"merchant_076",87.3300,3000.00,120000.00,1904,100.000,2.7412,91.0000
2378,39,"merchant_087",87.3300,50000.00,50000.00,254,100.000,2.7412,91.0000
2378,40,"merchant_236",87.3400,10000.00,100000.00,2833,100.000,2.7529,91.0000
2378,41,"merchant_207",87.3500,20000.00,200000.00,462,99.000,2.7647,91.0000
2378,42,"merchant_224",87.3700,15000.00,87370.00,94,98.000,2.7882,91.0000
2378,43,"merchant_135",87.3700,15000.00,87370.00,65,100.000,2.7882,91.0000
2378,44,"merchant_182",87.3700,500.00,3237.05,1426,100.000,2.7882,91.0000
